1,1
3,1
4,1
5,1
9,1
10,1
13,1
14,1
15,1
17,1
19,1
20,1
26,1
27,1
28,1
29,1
34,1
35,1
36,1
39,1
43,1
45,1
46,1
51,1
52,1
57,1
64,1
65,1
71,1
79,1
83,1
85,1
88,1
89,1
93,1
96,1
97,1
100,1
101,1
104,1
105,1
108,1
109,1
111,1
114,1
115,1
119,1
123,1
124,1
125,1
126,1
127,1
128,1
129,1
130,1
132,1
133,1
137,1
138,1
142,1
143,1
146,1
149,1
150,1
154,1
155,1
156,1
158,1
159,1
160,1
161,1
162,1
163,1
164,1
165,1
166,1
167,1
168,1
169,1
170,1
173,1
174,1
175,1
177,1
178,1
179,1
181,1
182,1
183,1
184,1
185,1
186,1
187,1
188,1
189,1
191,1
193,1
194,1
195,1
196,1
2,2
6,2
7,2
8,2
11,2
12,2
16,2
21,2
23,2
24,2
25,2
30,2
33,2
37,2
38,2
40,2
41,2
42,2
47,2
48,2
49,2
50,2
53,2
54,2
55,2
56,2
58,2
59,2
61,2
62,2
63,2
66,2
68,2
72,2
73,2
75,2
76,2
77,2
78,2
81,2
82,2
84,2
87,2
91,2
92,2
94,2
95,2
98,2
99,2
106,2
107,2
110,2
116,2
117,2
118,2
120,2
121,2
131,2
134,2
136,2
140,2
141,2
145,2
147,2
148,2
151,2
152,2
153,2
157,2
171,2
172,2
180,2
190,2
192,2
197,2
198,2
18,3
22,3
31,3
32,3
44,3
67,3
69,3
70,3
74,3
102,3
103,3
135,3
139,3
176,3
60,4
80,4
86,4
90,4
112,5
113,5
122,5
144,5
